u,i,weight,ts,label,idx
1400,23,3,1301630400.0,1,532
16,44,3,1301716800.0,1,533
44,16,3,1301716800.0,1,534
16,1914,1,1301803200.0,1,537
16,2445,1,1301803200.0,1,538
152,988,1,1301803200.0,1,540
438,45,1,1301803200.0,1,541
988,152,1,1301803200.0,1,543
1914,16,1,1301803200.0,1,544
2445,16,10,1301803200.0,1,545
2,45,3,1301889600.0,1,546
23,656,6,1301889600.0,1,554
45,2,3,1301889600.0,1,555
54,23,5,1301889600.0,1,557
54,293,2,1301889600.0,1,558
354,1402,1,1301889600.0,1,564
419,771,1,1301889600.0,1,565
656,23,6,1301889600.0,1,566
771,419,2,1301889600.0,1,567
1402,354,1,1301889600.0,1,569
2,200,1,1301976000.0,1,573
2,2446,1,1301976000.0,1,574
16,607,1,1301976000.0,1,575
16,710,1,1301976000.0,1,576
23,844,5,1301976000.0,1,577
152,251,5,1301976000.0,1,578
251,45,1,1301976000.0,1,579
251,152,5,1301976000.0,1,580
251,354,3,1301976000.0,1,581
354,251,3,1301976000.0,1,583
607,23,2,1301976000.0,1,585
710,16,1,1301976000.0,1,586
710,769,1,1301976000.0,1,587
844,23,5,1301976000.0,1,588
2446,2,1,1301976000.0,1,590
23,503,1,1302062400.0,1,593
23,607,4,1302062400.0,1,594
23,847,3,1302062400.0,1,595
63,224,1,1302062400.0,1,596
200,607,2,1302062400.0,1,597
200,847,1,1302062400.0,1,598
224,63,1,1302062400.0,1,599
380,119,1,1302062400.0,1,600
419,531,1,1302062400.0,1,601
531,419,1,1302062400.0,1,602
607,200,2,1302062400.0,1,603
847,23,3,1302062400.0,1,604
847,200,1,1302062400.0,1,605
23,437,5,1302148800.0,1,607
23,2447,1,1302148800.0,1,608
437,23,6,1302148800.0,1,609
2447,23,1,1302148800.0,1,610
3452,712,1,1302148800.0,1,611
2,503,2,1302235200.0,1,612
2,987,1,1302235200.0,1,613
23,129,10,1302235200.0,1,615
23,501,2,1302235200.0,1,616
23,2443,1,1302235200.0,1,617
44,501,3,1302235200.0,1,618
99,503,2,1302235200.0,1,619
149,419,1,1302235200.0,1,620
200,503,1,1302235200.0,1,621
419,149,1,1302235200.0,1,623
501,23,4,1302235200.0,1,624
501,44,3,1302235200.0,1,625
503,2,5,1302235200.0,1,626
503,16,5,1302235200.0,1,627
503,23,5,1302235200.0,1,628
503,99,2,1302235200.0,1,629
503,200,1,1302235200.0,1,630
844,851,1,1302235200.0,1,632
987,2,1,1302235200.0,1,633
2443,23,1,1302235200.0,1,634
45,353,1,1302321600.0,1,635
113,1607,1,1302321600.0,1,636
1607,113,1,1302321600.0,1,637
1607,1916,1,1302321600.0,1,638
1916,1607,2,1302321600.0,1,639
2,504,1,1302408000.0,1,640
2,3580,1,1302408000.0,1,641
504,2,1,1302408000.0,1,643
16,771,2,1302494400.0,1,644
74,1605,2,1302494400.0,1,645
149,711,1,1302494400.0,1,646
607,769,1,1302494400.0,1,648
771,16,2,1302494400.0,1,649
841,909,1,1302494400.0,1,650
909,841,1,1302494400.0,1,651
23,770,4,1302580800.0,1,654
23,843,4,1302580800.0,1,655
63,655,2,1302580800.0,1,657
63,845,1,1302580800.0,1,658
113,502,3,1302580800.0,1,659
152,236,1,1302580800.0,1,660
236,23,5,1302580800.0,1,661
236,152,1,1302580800.0,1,662
502,113,3,1302580800.0,1,666
655,63,2,1302580800.0,1,667
655,773,1,1302580800.0,1,668
770,23,4,1302580800.0,1,670
773,655,1,1302580800.0,1,671
845,63,1,1302580800.0,1,672
2,532,1,1302667200.0,1,674
16,138,1,1302667200.0,1,675
23,773,1,1302667200.0,1,676
224,234,1,1302667200.0,1,680
1921,2,4,1302667200.0,1,684
2,1922,1,1302753600.0,1,685
16,711,4,1302753600.0,1,687
23,167,2,1302753600.0,1,688
23,293,4,1302753600.0,1,689
23,504,2,1302753600.0,1,690
74,1402,1,1302753600.0,1,691
138,16,2,1302753600.0,1,692
366,655,1,1302753600.0,1,693
504,23,2,1302753600.0,1,694
655,366,1,1302753600.0,1,695
1922,2,1,1302753600.0,1,696
16,655,4,1302840000.0,1,700
23,713,3,1302840000.0,1,701
23,1082,2,1302840000.0,1,702
109,512,5,1302840000.0,1,703
109,711,1,1302840000.0,1,704
150,1081,1,1302840000.0,1,706
167,23,3,1302840000.0,1,707
234,224,1,1302840000.0,1,709
353,45,5,1302840000.0,1,714
353,119,5,1302840000.0,1,715
353,532,1,1302840000.0,1,716
419,655,1,1302840000.0,1,717
655,16,4,1302840000.0,1,718
655,45,1,1302840000.0,1,719
655,419,1,1302840000.0,1,720
713,23,3,1302840000.0,1,721
1081,150,1,1302840000.0,1,723
1082,23,8,1302840000.0,1,724
16,470,3,1302926400.0,1,728
16,1083,1,1302926400.0,1,729
16,1917,1,1302926400.0,1,730
99,419,1,1302926400.0,1,732
149,2451,1,1302926400.0,1,733
215,322,10,1302926400.0,1,734
419,99,1,1302926400.0,1,735
419,990,1,1302926400.0,1,736
470,16,3,1302926400.0,1,737
990,419,1,1302926400.0,1,739
1083,16,1,1302926400.0,1,740
1917,16,1,1302926400.0,1,741
2451,149,1,1302926400.0,1,742
16,270,2,1303012800.0,1,744
63,2453,1,1303012800.0,1,745
109,500,1,1303012800.0,1,747
119,23,5,1303012800.0,1,748
129,23,5,1303012800.0,1,749
129,44,5,1303012800.0,1,750
129,656,5,1303012800.0,1,751
129,770,4,1303012800.0,1,752
152,908,1,1303012800.0,1,754
200,2450,1,1303012800.0,1,755
270,16,1,1303012800.0,1,756
322,215,10,1303012800.0,1,757
353,505,2,1303012800.0,1,758
500,23,5,1303012800.0,1,759
500,109,1,1303012800.0,1,761
500,129,4,1303012800.0,1,762
505,353,2,1303012800.0,1,763
908,152,1,1303012800.0,1,764
1610,16,1,1303012800.0,1,766
2450,200,1,1303012800.0,1,767
2453,63,1,1303012800.0,1,768
2,420,1,1303099200.0,1,769
16,1610,1,1303099200.0,1,770
37,990,2,1303099200.0,1,771
45,224,1,1303099200.0,1,772
138,436,2,1303099200.0,1,773
224,45,1,1303099200.0,1,776
845,991,1,1303099200.0,1,777
990,37,2,1303099200.0,1,778
991,845,1,1303099200.0,1,779
1402,439,1,1303099200.0,1,780
16,1922,1,1303185600.0,1,787
21,99,1,1303185600.0,1,788
23,1613,2,1303185600.0,1,789
45,993,1,1303185600.0,1,790
99,21,1,1303185600.0,1,791
99,2455,1,1303185600.0,1,792
129,99,5,1303185600.0,1,793
168,772,1,1303185600.0,1,795
298,23,3,1303185600.0,1,796
441,1613,1,1303185600.0,1,798
505,993,1,1303185600.0,1,799
993,45,1,1303185600.0,1,801
993,505,1,1303185600.0,1,802
1613,23,3,1303185600.0,1,803
1613,441,1,1303185600.0,1,804
1922,16,1,1303185600.0,1,805
2,774,1,1303272000.0,1,807
23,845,2,1303272000.0,1,808
109,990,1,1303272000.0,1,809
322,119,1,1303272000.0,1,810
419,1927,1,1303272000.0,1,811
774,2,1,1303272000.0,1,812
845,23,2,1303272000.0,1,813
990,109,1,1303272000.0,1,814
990,2457,1,1303272000.0,1,815
990,2458,1,1303272000.0,1,816
1927,419,1,1303272000.0,1,817
2457,990,1,1303272000.0,1,818
2458,990,1,1303272000.0,1,819
16,419,3,1303358400.0,1,821
23,469,7,1303358400.0,1,822
84,23,2,1303358400.0,1,824
84,99,1,1303358400.0,1,825
99,84,1,1303358400.0,1,827
129,1082,4,1303358400.0,1,831
234,402,1,1303358400.0,1,834
402,234,1,1303358400.0,1,836
419,16,3,1303358400.0,1,837
3761,990,1,1303358400.0,1,841
2,564,1,1303444800.0,1,842
2,2459,1,1303444800.0,1,843
21,235,1,1303444800.0,1,845
23,564,4,1303444800.0,1,846
167,419,2,1303444800.0,1,847
419,167,2,1303444800.0,1,848
439,1402,1,1303444800.0,1,849
564,2,1,1303444800.0,1,850
564,23,2,1303444800.0,1,851
2459,2,1,1303444800.0,1,852
23,16,3,1303531200.0,1,856
119,235,8,1303531200.0,1,858
129,1085,4,1303531200.0,1,859
235,21,1,1303531200.0,1,861
235,119,8,1303531200.0,1,862
297,3616,1,1303531200.0,1,865
564,655,1,1303531200.0,1,866
772,168,2,1303531200.0,1,867
1085,129,4,1303531200.0,1,868
16,534,1,1303617600.0,1,873
45,1404,1,1303617600.0,1,876
45,1928,1,1303617600.0,1,877
63,1222,1,1303617600.0,1,878
129,1219,4,1303617600.0,1,879
224,2464,1,1303617600.0,1,880
297,1221,1,1303617600.0,1,881
298,655,1,1303617600.0,1,882
322,657,1,1303617600.0,1,883
534,16,1,1303617600.0,1,886
655,298,1,1303617600.0,1,888
657,322,1,1303617600.0,1,889
658,23,1,1303617600.0,1,890
1209,379,3,1303617600.0,1,895
1221,297,1,1303617600.0,1,896
1222,63,1,1303617600.0,1,897
1404,45,1,1303617600.0,1,898
1928,45,1,1303617600.0,1,900
2464,224,1,1303617600.0,1,902
16,565,3,1303704000.0,1,910
16,1925,2,1303704000.0,1,911
99,563,1,1303704000.0,1,913
99,659,1,1303704000.0,1,914
129,1215,5,1303704000.0,1,916
129,1608,3,1303704000.0,1,917
438,439,1,1303704000.0,1,921
534,2460,1,1303704000.0,1,922
563,99,1,1303704000.0,1,923
565,16,3,1303704000.0,1,924
565,1088,1,1303704000.0,1,926
659,99,1,1303704000.0,1,927
1088,252,1,1303704000.0,1,929
1088,565,1,1303704000.0,1,930
1925,16,2,1303704000.0,1,932
2460,534,1,1303704000.0,1,933
16,298,1,1303790400.0,1,937
23,119,1,1303790400.0,1,938
23,440,1,1303790400.0,1,939
63,565,1,1303790400.0,1,940
129,215,3,1303790400.0,1,941
129,502,6,1303790400.0,1,942
129,1609,3,1303790400.0,1,943
175,236,2,1303790400.0,1,944
224,2462,1,1303790400.0,1,945
236,175,2,1303790400.0,1,946
252,1088,1,1303790400.0,1,947
298,16,1,1303790400.0,1,948
353,438,1,1303790400.0,1,949
436,3616,-10,1303790400.0,-1,950
438,353,1,1303790400.0,1,951
440,23,6,1303790400.0,1,952
565,63,1,1303790400.0,1,954
2462,224,5,1303790400.0,1,957
16,503,2,1303876800.0,1,962
16,1090,1,1303876800.0,1,963
16,1222,1,1303876800.0,1,964
21,2,1,1303876800.0,1,965
42,109,1,1303876800.0,1,967
42,175,2,1303876800.0,1,968
45,42,1,1303876800.0,1,969
109,42,1,1303876800.0,1,970
175,42,2,1303876800.0,1,972
1090,16,1,1303876800.0,1,975
1222,16,1,1303876800.0,1,976
1926,37,1,1303876800.0,1,977
2,1222,1,1303963200.0,1,981
2,1409,2,1303963200.0,1,982
16,37,7,1303963200.0,1,985
16,1409,1,1303963200.0,1,986
21,42,1,1303963200.0,1,987
23,772,3,1303963200.0,1,988
42,21,1,1303963200.0,1,989
109,1930,1,1303963200.0,1,990
129,119,5,1303963200.0,1,991
129,607,5,1303963200.0,1,993
224,2471,1,1303963200.0,1,996
252,129,1,1303963200.0,1,997
505,235,2,1303963200.0,1,1001
772,23,3,1303963200.0,1,1002
848,997,3,1303963200.0,1,1004
1083,1927,1,1303963200.0,1,1005
1220,23,3,1303963200.0,1,1006
1222,2,1,1303963200.0,1,1007
1409,2,2,1303963200.0,1,1008
1409,16,1,1303963200.0,1,1009
2471,224,1,1303963200.0,1,1011
2,1090,1,1304049600.0,1,1013
16,100,3,1304049600.0,1,1015
16,1091,3,1304049600.0,1,1016
100,16,4,1304049600.0,1,1021
129,169,4,1304049600.0,1,1022
152,168,2,1304049600.0,1,1023
168,152,2,1304049600.0,1,1025
168,996,2,1304049600.0,1,1026
224,2472,1,1304049600.0,1,1027
717,129,5,1304049600.0,1,1033
1090,2,1,1304049600.0,1,1035
1090,2470,1,1304049600.0,1,1036
1091,16,3,1304049600.0,1,1038
1611,420,5,1304049600.0,1,1039
2470,1090,1,1304049600.0,1,1040
2472,224,1,1304049600.0,1,1041
16,250,1,1304136000.0,1,1043
16,1093,1,1304136000.0,1,1044
23,848,1,1304136000.0,1,1045
63,718,1,1304136000.0,1,1047
108,355,1,1304136000.0,1,1049
113,353,4,1304136000.0,1,1050
129,322,4,1304136000.0,1,1051
250,16,1,1304136000.0,1,1053
250,715,1,1304136000.0,1,1054
252,1930,1,1304136000.0,1,1055
272,2476,1,1304136000.0,1,1056
353,113,2,1304136000.0,1,1057
353,996,2,1304136000.0,1,1058
355,108,1,1304136000.0,1,1059
534,2474,1,1304136000.0,1,1060
715,250,1,1304136000.0,1,1061
716,1606,1,1304136000.0,1,1062
717,1413,1,1304136000.0,1,1063
718,63,1,1304136000.0,1,1064
848,23,1,1304136000.0,1,1065
997,848,3,1304136000.0,1,1067
1093,16,1,1304136000.0,1,1068
1220,129,4,1304136000.0,1,1069
1413,717,1,1304136000.0,1,1070
1606,716,1,1304136000.0,1,1071
1930,109,1,1304136000.0,1,1072
1930,252,1,1304136000.0,1,1073
2474,534,1,1304136000.0,1,1074
2476,272,1,1304136000.0,1,1075
37,16,8,1304222400.0,1,1081
37,561,2,1304222400.0,1,1083
42,609,1,1304222400.0,1,1084
42,840,1,1304222400.0,1,1085
63,1083,1,1304222400.0,1,1086
129,998,5,1304222400.0,1,1088
129,1227,5,1304222400.0,1,1089
129,1228,5,1304222400.0,1,1090
138,566,2,1304222400.0,1,1091
201,506,10,1304222400.0,1,1092
201,535,1,1304222400.0,1,1093
223,910,1,1304222400.0,1,1094
223,1413,1,1304222400.0,1,1095
224,535,1,1304222400.0,1,1096
236,1214,2,1304222400.0,1,1097
251,2482,1,1304222400.0,1,1098
270,472,1,1304222400.0,1,1102
270,1932,1,1304222400.0,1,1103
293,473,1,1304222400.0,1,1104
311,1089,1,1304222400.0,1,1105
311,1096,1,1304222400.0,1,1106
472,270,1,1304222400.0,1,1109
472,2480,1,1304222400.0,1,1110
473,293,1,1304222400.0,1,1111
507,535,2,1304222400.0,1,1112
507,609,1,1304222400.0,1,1113
535,201,1,1304222400.0,1,1115
535,224,1,1304222400.0,1,1116
535,507,2,1304222400.0,1,1117
561,37,2,1304222400.0,1,1120
563,1413,1,1304222400.0,1,1121
566,138,2,1304222400.0,1,1123
566,911,1,1304222400.0,1,1124
609,42,1,1304222400.0,1,1125
609,507,1,1304222400.0,1,1126
609,1089,1,1304222400.0,1,1127
716,1220,1,1304222400.0,1,1128
717,2478,1,1304222400.0,1,1129
840,42,1,1304222400.0,1,1130
910,223,1,1304222400.0,1,1131
911,566,1,1304222400.0,1,1132
1083,63,1,1304222400.0,1,1133
1083,1095,1,1304222400.0,1,1134
1089,311,1,1304222400.0,1,1136
1089,609,1,1304222400.0,1,1137
1095,1083,1,1304222400.0,1,1138
1096,311,1,1304222400.0,1,1139
1220,716,1,1304222400.0,1,1140
1224,236,2,1304222400.0,1,1141
1226,2477,1,1304222400.0,1,1143
1228,129,5,1304222400.0,1,1144
1413,223,1,1304222400.0,1,1145
1413,563,1,1304222400.0,1,1146
1932,270,1,1304222400.0,1,1147
2478,717,1,1304222400.0,1,1148
2480,472,1,1304222400.0,1,1149
2482,251,1,1304222400.0,1,1150
2,238,1,1304308800.0,1,1154
2,355,1,1304308800.0,1,1155
37,54,6,1304308800.0,1,1160
42,1618,1,1304308800.0,1,1161
44,323,2,1304308800.0,1,1162
44,1090,3,1304308800.0,1,1163
45,533,1,1304308800.0,1,1164
45,1933,1,1304308800.0,1,1165
54,84,5,1304308800.0,1,1166
63,1095,1,1304308800.0,1,1167
84,54,8,1304308800.0,1,1168
84,138,5,1304308800.0,1,1169
84,775,1,1304308800.0,1,1171
84,1619,1,1304308800.0,1,1172
129,440,6,1304308800.0,1,1174
129,717,6,1304308800.0,1,1175
129,1416,4,1304308800.0,1,1176
129,1921,4,1304308800.0,1,1177
150,1098,1,1304308800.0,1,1178
152,45,2,1304308800.0,1,1179
323,44,2,1304308800.0,1,1182
353,1916,1,1304308800.0,1,1183
355,2,1,1304308800.0,1,1184
438,505,1,1304308800.0,1,1189
441,775,3,1304308800.0,1,1190
466,658,1,1304308800.0,1,1191
473,998,1,1304308800.0,1,1192
505,438,1,1304308800.0,1,1193
507,566,3,1304308800.0,1,1194
533,45,1,1304308800.0,1,1195
536,3550,1,1304308800.0,1,1197
