u,i,weight,ts,label,idx
615,1870,1,1085482260,1,304
615,6173,1,1085482380,1,305
10439,1870,1,1085483220,1,306
2180,1870,1,1085483880,1,307
10470,1870,1,1085490780,1,308
7483,185,1,1085490900,1,309
7483,1870,1,1085490900,1,310
6173,1870,1,1085494980,1,311
6722,1870,1,1085499780,1,312
3008,6173,1,1085499900,1,313
3008,1870,1,1085500080,1,314
2238,6173,1,1085501880,1,315
4641,6173,1,1085502000,1,316
4594,1870,1,1085508420,1,317
4781,1870,1,1085516820,1,318
6052,1870,-1,1085520600,-1,319
4680,6173,1,1085521440,1,320
2985,1870,-1,1085604720,-1,321
6722,185,-1,1085605980,-1,322
6364,1870,1,1085611260,1,323
4062,6173,1,1085629080,1,324
7483,5924,1,1085753100,1,327
3244,5924,1,1085753940,1,328
4594,185,1,1085755440,1,329
1236,5924,1,1085756880,1,330
7483,10522,1,1085775960,1,331
4657,10522,1,1085804820,1,332
2788,5924,1,1085869800,1,333
2321,4594,1,1085930700,1,334
5917,4594,1,1085931300,1,335
80,4594,1,1085931840,1,336
4410,4594,1,1085932680,1,337
4410,10522,1,1085932800,1,338
4410,5924,1,1085932860,1,339
4410,1870,1,1085933040,1,340
7483,4594,1,1085935140,1,341
6722,4594,-1,1085940240,-1,343
6722,10522,-1,1085940420,-1,344
9096,4594,-1,1085940540,-1,345
9096,10522,-1,1085940540,-1,346
9096,1870,1,1085940780,1,347
9096,5924,1,1085940780,1,348
4594,10522,1,1085944680,1,350
4594,5924,1,1085945400,1,351
10522,4594,1,1085945820,1,352
10522,5924,1,1085946420,1,353
2985,4594,-1,1085955540,-1,354
10470,5924,1,1085955720,1,355
10470,4594,1,1085955900,1,356
10470,10522,1,1085955900,1,357
10570,1870,1,1085967960,1,358
3244,4594,1,1085974260,1,359
3008,4594,1,1085983500,1,360
2387,4594,1,1086009600,1,361
7877,1870,1,1086024420,1,362
7877,4594,1,1086024420,1,363
7877,5924,1,1086024420,1,364
1825,5924,1,1086045720,1,365
8249,9549,1,1114906140,1,366
1233,9549,1,1114906200,1,367
1870,9549,1,1114908900,1,369
8205,9549,1,1114909260,1,371
6689,9549,1,1114921860,1,372
9714,9549,1,1114930680,1,373
7022,9549,1,1114942920,1,374
7788,3855,-1,1114952640,-1,375
4062,9549,1,1114952880,1,376
7231,7022,1,1114954200,1,377
7231,9549,1,1114954200,1,378
6035,9549,1,1114954680,1,379
6035,7022,1,1114954860,1,380
6035,4864,1,1114955100,1,381
4107,9549,1,1114956300,1,382
2298,9549,1,1114960440,1,386
4596,4864,1,1114962600,1,387
4596,7022,1,1114962600,1,388
4596,9549,1,1114962600,1,389
24,9549,1,1114962780,1,390
1127,9843,1,1114972260,1,391
9642,9549,1,1114973880,1,392
9642,4864,1,1114974240,1,393
4618,9549,1,1114981980,1,394
4618,7022,1,1114982040,1,395
6261,9549,1,1114984260,1,396
6261,7022,1,1114984320,1,397
6261,10268,1,1114984380,1,398
7911,9549,1,1114987020,1,399
5727,7022,1,1114997100,1,400
8564,9843,1,1114999860,1,401
3020,7022,1,1115004840,1,402
3020,10268,1,1115007060,1,403
1801,9549,1,1115014920,1,404
1801,3855,1,1115026920,1,405
1938,9549,1,1115039640,1,406
4570,10268,1,1115040720,1,407
7156,9549,1,1115041860,1,408
6602,9549,1,1115049840,1,409
2634,9549,1,1115068620,1,410
7513,2959,-1,1115075400,-1,411
2294,9843,-1,1115078640,-1,412
1968,9549,1,1115088600,1,413
1968,4864,1,1115088660,1,414
2238,4864,1,1115089500,1,415
8346,7022,1,1115091060,1,416
4413,7022,1,1115091240,1,417
7722,9549,1,1115095500,1,418
2264,9549,1,1115096700,1,419
2264,2959,-1,1115097060,-1,420
2264,10268,1,1115097180,1,421
2264,4864,1,1115097300,1,422
3887,9549,1,1115103540,1,423
4766,7022,1,1115103660,1,424
4766,9549,1,1115103780,1,425
5707,2959,-1,1115112600,-1,426
2276,6157,-1,1115115300,-1,427
5107,9843,-1,1115127120,-1,428
4889,7022,1,1115144460,1,429
8621,2261,-1,1115149260,-1,430
1621,9843,-1,1115152680,-1,431
1621,2959,-1,1115153100,-1,432
8468,7022,1,1115157960,1,433
8544,9549,1,1115203920,1,434
6602,7022,1,1115204880,1,435
852,9549,1,1115244900,1,436
8974,7022,1,1115247120,1,437
8974,9549,1,1115247360,1,438
7032,9549,1,1115248140,1,439
5815,822,1,1115255100,1,440
3797,9549,1,1115255820,1,441
3797,7022,1,1115256180,1,442
7874,2261,-1,1115258640,-1,443
7874,9549,1,1115259480,1,444
8304,7022,1,1115270340,1,446
6689,822,1,1115271480,1,447
72,7411,-1,1115272260,-1,448
3855,7411,-1,1115272320,-1,449
8786,822,1,1115272920,1,450
4413,7411,-1,1115273820,-1,452
9206,822,-1,1115296320,-1,453
3478,822,-1,1115300340,-1,454
3855,822,-1,1115309280,-1,455
7231,822,1,1115311740,1,456
6246,9549,1,1115320260,1,457
3855,9549,1,1115346000,1,458
4889,9549,1,1115407380,1,459
6270,9549,1,1115408220,1,460
8786,9549,1,1115410560,1,461
1127,9549,1,1115431740,1,462
966,9549,1,1115467920,1,463
5680,9549,1,1115468460,1,464
4180,9549,1,1115484600,1,465
4588,9549,1,1115496480,1,466
8828,9549,1,1115501400,1,467
1870,4472,1,1115501460,1,468
8868,9549,1,1115511480,1,469
4180,4472,1,1115514360,1,471
6689,4472,1,1115520240,1,472
9579,4472,1,1115520420,1,473
9318,4472,1,1115548980,1,474
7231,4472,1,1115567040,1,475
6246,4472,1,1115574900,1,476
8737,4472,1,1115575860,1,477
9749,4472,1,1115576760,1,478
3855,9036,-1,1115580240,-1,480
8249,4472,1,1115604840,1,481
6689,9036,1,1115607420,1,482
3855,4472,1,1115609880,1,483
6270,4472,1,1115624280,1,484
3741,4472,1,1115723820,1,485
1204,92,1,1115732940,1,486
7911,9036,-1,1115746740,-1,487
9399,92,1,1115760180,1,488
6246,9036,-1,1115763540,-1,489
9977,4472,1,1115763660,1,490
6689,92,1,1115770200,1,491
1801,92,1,1115815740,1,492
5727,4472,1,1115823900,1,493
7231,92,1,1115826480,1,494
6246,92,1,1115909220,1,495
3887,4472,1,1115914860,1,496
7911,183,-1,1115920800,-1,498
4062,4472,1,1115921760,1,499
8326,4472,1,1115931780,1,500
4766,4472,1,1115949120,1,501
6689,183,1,1115954040,1,502
1488,92,1,1115962200,1,503
8828,183,-1,1116019680,-1,504
8828,92,1,1116019740,1,505
341,92,1,1116062280,1,506
341,4472,1,1116062400,1,507
4766,92,1,1116117960,1,508
8205,92,1,1116132120,1,509
9977,92,1,1116151920,1,510
4107,92,1,1116177480,1,511
6261,92,1,1116277800,1,514
411,1367,-1,1116278520,-1,515
9399,1367,1,1116279240,1,516
2959,5875,1,1116282840,1,517
8205,1367,1,1116291600,1,518
6689,5875,1,1116294600,1,519
10212,92,1,1116295920,1,520
4766,1367,1,1116296220,1,521
7911,1367,1,1116317340,1,522
6575,92,1,1116325920,1,523
6575,1367,1,1116326220,1,524
5815,92,1,1116326340,1,525
5815,1367,1,1116326700,1,526
5815,5875,-1,1116327360,-1,527
7231,1367,1,1116332520,1,528
3855,183,-1,1116368940,-1,532
3797,1367,1,1116395640,1,533
5246,1968,1,1116405300,1,534
9977,1968,1,1116405720,1,535
1342,1968,1,1116406740,1,536
1520,1968,1,1116407760,1,537
4453,1968,1,1116407940,1,538
4107,1968,1,1116409080,1,539
4107,2775,1,1116409560,1,540
9704,1968,1,1116409860,1,541
6261,1968,1,1116410220,1,542
8395,2775,1,1116412140,1,543
4334,1968,1,1116412440,1,544
3855,1968,1,1116413520,1,545
1801,1968,1,1116416040,1,546
1870,2775,1,1116423240,1,547
3324,1968,1,1116423600,1,548
10212,1968,1,1116424560,1,549
1204,1968,1,1116426120,1,550
9095,1968,1,1116426480,1,551
3923,2775,1,1116426540,1,552
1204,183,-1,1116427080,-1,553
1204,741,-1,1116427740,-1,554
3008,1968,1,1116428460,1,555
4781,1968,1,1116432180,1,557
4781,2775,1,1116432360,1,558
4781,741,-1,1116432480,-1,559
3375,1968,1,1116436080,1,560
24,1968,1,1116436680,1,561
1520,2775,1,1116442380,1,562
8923,1968,1,1116450720,1,563
1688,1968,1,1116455940,1,564
1688,1367,1,1116456300,1,565
6689,2775,1,1116457020,1,566
5356,1968,1,1116457620,1,567
6689,1968,1,1116459180,1,568
8249,1968,1,1116464160,1,569
5805,1968,1,1116466020,1,570
8234,5875,-1,1116468360,-1,574
3020,1968,1,1116468960,1,575
3020,2775,1,1116469380,1,576
3020,1367,1,1116472560,1,577
3855,741,-1,1116476520,-1,578
3855,2775,1,1116476580,1,579
9318,1968,1,1116486900,1,581
5649,1968,1,1116487380,1,582
9318,1367,1,1116487440,1,583
9318,2775,1,1116487620,1,584
9672,1968,1,1116487620,1,585
4766,1968,1,1116488880,1,586
8323,2775,1,1116505080,1,587
4180,1968,1,1116509040,1,588
4766,2775,1,1116511380,1,589
7032,5394,-1,1116516960,-1,590
7231,1968,1,1116517680,1,591
7231,2775,1,1116517740,1,592
8249,2775,1,1116519660,1,593
5490,1968,1,1116521160,1,594
2634,1968,1,1116525600,1,596
9977,5394,1,1116543420,1,597
9894,1968,1,1116570960,1,599
3797,1968,1,1116572040,1,600
6246,2775,1,1116589200,1,601
6246,5875,-1,1116590400,-1,602
1801,5394,1,1116596640,1,603
554,1968,1,1116597600,1,604
6035,1968,1,1116602760,1,605
2756,5394,-1,1116629700,-1,606
7032,7499,1,1116639840,1,607
3855,7499,1,1116640560,1,608
7763,7499,1,1116641340,1,609
4766,7499,1,1116641700,1,610
9579,7499,1,1116644700,1,611
8205,7499,1,1116649260,1,612
1342,7499,1,1116651900,1,613
1801,7499,1,1116662040,1,614
1204,7499,1,1116663480,1,615
7911,7499,1,1116666600,1,616
7911,2775,1,1116667620,1,617
7911,5394,-1,1116670080,-1,618
7911,1968,1,1116670680,1,619
6067,1968,1,1116673020,1,620
4883,7499,1,1116677880,1,621
4883,1968,1,1116678120,1,622
642,741,-1,1116680880,-1,623
4512,5394,1,1116682740,1,624
3887,7499,1,1116687780,1,625
6689,7499,1,1116692280,1,626
6246,1968,1,1116704220,1,627
6270,2775,1,1116704280,1,628
6246,7499,1,1116704880,1,629
5917,1968,1,1116711960,1,630
4180,7499,1,1116721980,1,631
4766,5394,1,1116724740,1,632
3020,7499,1,1116728220,1,633
7231,7499,1,1116729000,1,634
9584,7499,1,1116738180,1,635
6270,1968,1,1116751800,1,637
6270,1367,1,1116752220,1,638
3940,7499,1,1116753420,1,639
2264,7499,1,1116760560,1,640
2264,741,-1,1116761400,-1,641
2264,1968,1,1116761580,1,642
4889,7499,1,1116789900,1,643
9714,1968,1,1116813240,1,644
4328,2775,1,1116825660,1,647
4328,1968,1,1116826080,1,648
7038,1968,1,1116836760,1,649
3887,1968,-1,1116873480,-1,650
8326,1367,1,1116877500,1,651
8326,1968,1,1116878040,1,652
4062,1968,1,1116880380,1,653
6035,7745,1,1116893820,1,654
3855,7745,1,1116894060,1,655
9714,7745,1,1116894120,1,656
7745,7499,1,1116896520,1,658
4766,7745,1,1116897960,1,659
10212,7745,1,1116899280,1,661
6689,7745,1,1116901080,1,662
9318,7745,1,1116902400,1,663
7072,6689,1,1116902460,1,664
9318,6689,1,1116902760,1,665
5727,7499,1,1116904620,1,666
1342,6689,1,1116904740,1,667
5727,6689,1,1116905220,1,668
72,1968,-1,1116906180,-1,669
5727,1968,1,1116906240,1,670
9318,5394,1,1116908460,1,671
8205,6689,1,1116912420,1,672
8205,7745,1,1116912420,1,673
8786,5394,1,1116913320,1,674
1801,6689,1,1116915660,1,675
3855,6689,1,1116915960,1,676
1233,6689,1,1116917880,1,677
3020,7745,1,1116922920,1,678
4413,7745,1,1116934740,1,679
4413,7499,1,1116934980,1,680
4766,5841,1,1116943260,1,681
1801,7745,1,1116945060,1,682
3538,6689,1,1116946680,1,683
6787,5841,1,1116952740,1,684
1545,5841,1,1116953040,1,685
72,5841,1,1116959640,1,686
7745,6689,1,1116960360,1,687
7338,5841,1,1116962880,1,688
7911,5841,1,1116969120,1,690
6194,1968,1,1116971760,1,691
1233,8840,-1,1116971940,-1,692
2249,1975,1,1116973620,1,693
4413,1975,1,1116974760,1,694
5490,6689,-1,1116974820,-1,695
8346,7745,1,1116975000,1,696
8346,7499,1,1116975060,1,697
5356,5841,-1,1116975420,-1,698
5356,7745,1,1116975540,1,699
6689,8840,1,1116976140,1,701
1870,1975,1,1116976440,1,702
4180,7745,1,1116976920,1,703
4180,6689,1,1116977160,1,704
6332,8840,1,1116986760,1,705
6035,8840,1,1116991740,1,706
6035,7499,1,1116991860,1,707
6035,6689,1,1116992040,1,708
6035,1975,1,1116992580,1,709
4588,8840,-1,1116993780,-1,710
4781,8840,1,1116996000,1,712
8922,8840,1,1116996720,1,713
3797,8840,1,1116999720,1,714
3020,1975,1,1117007100,1,715
3020,8840,1,1117007700,1,716
4728,7745,1,1117018800,1,717
2264,8840,1,1117019940,1,718
7464,8840,-1,1117027860,-1,719
1801,1975,1,1117032600,1,720
183,1975,1,1117033140,1,721
3855,1975,1,1117044240,1,722
8249,7745,1,1117046700,1,723
4596,6689,1,1117050420,1,724
9704,1975,1,1117050540,1,725
5707,1975,1,1117050660,1,726
4766,1975,1,1117055940,1,727
4766,8840,1,1117056000,1,728
2380,5841,-1,1117056180,-1,729
3659,6689,1,1117057800,1,730
2985,6689,1,1117061220,1,731
6689,5841,1,1117061220,1,732
4781,2586,-1,1117063500,-1,733
8828,8840,1,1117065900,1,734
2339,7499,1,1117071480,1,735
9579,6979,1,1117077720,1,743
8679,741,1,1117079640,1,744
6335,7745,1,1117079880,1,745
4781,6979,1,1117081680,1,746
72,2586,-1,1117087500,-1,748
7032,8679,-1,1117087560,-1,749
1801,6979,1,1117088700,1,750
1801,8679,-1,1117088760,-1,751
7763,8840,1,1117095300,1,752
8935,5841,1,1117098660,1,753
1520,2586,-1,1117099260,-1,754
6270,9717,1,1117100760,1,755
7709,2586,-1,1117103400,-1,756
6270,1975,1,1117107120,1,757
183,5841,1,1117111320,1,759
1801,8840,1,1117114140,1,764
7911,1975,1,1117114740,1,765
4512,1975,1,1117118520,1,767
7231,8840,1,1117119780,1,768
7231,1975,1,1117119900,1,769
7231,7745,1,1117120020,1,771
1484,9717,-1,1117120620,-1,773
7745,6979,1,1117125000,1,776
3855,2586,-1,1117128780,-1,779
7745,8840,1,1117134000,1,782
733,8840,1,1117142820,1,786
3020,5394,1,1117143360,1,787
9704,6979,1,1117144380,1,788
9027,5841,-1,1117155540,-1,791
364,5841,1,1117157100,1,792
3020,2586,1,1117166400,1,793
7231,2586,-1,1117200780,-1,797
7231,6979,1,1117200900,1,798
7231,9717,1,1117200900,1,799
7231,5841,1,1117200960,1,800
7231,6689,1,1117200960,1,801
7265,6562,1,1117214100,1,803
3275,6562,1,1117214280,1,804
8923,6689,1,1117231500,1,809
2959,8840,1,1117235400,1,810
3208,8840,1,1117239720,1,811
10391,5841,1,1117251600,1,812
10391,6979,1,1117252620,1,813
24,6689,1,1117276140,1,816
4940,1975,1,1117276620,1,817
7682,8840,1,1117286700,1,818
852,7745,1,1117287120,1,819
6575,7745,1,1117289400,1,820
6575,5841,-1,1117289700,-1,821
4512,2586,1,1117306620,1,822
3855,8840,1,1117327740,1,823
4512,5356,1,1117329900,1,824
9579,5356,1,1117331340,1,825
3100,6689,1,1117337460,1,827
1317,9717,-1,1117343700,-1,828
1317,6979,1,1117344000,1,829
1317,6562,-1,1117344840,-1,830
7231,5356,1,1117346880,1,831
1185,8840,1,1117355220,1,832
4883,6689,1,1117386660,1,834
4883,9717,1,1117386780,1,835
4328,1975,1,1117390260,1,836
4328,7745,1,1117390560,1,837
4328,6689,1,1117391100,1,839
4453,2586,-1,1117391160,-1,840
4453,1975,1,1117391400,1,841
2807,6689,1,1117393260,1,842
4453,7745,1,1117393680,1,844
5394,2586,1,1117393980,1,845
4453,6979,1,1117394160,1,846
2249,6979,1,1117398180,1,847
434,3438,1,1117417860,1,850
4521,1975,1,1117420260,1,851
10212,9579,-1,1117422120,-1,852
8205,3438,1,1117429920,1,853
3855,9579,-1,1117445640,-1,854
3855,5356,1,1117446120,1,855
3855,6979,1,1117446300,1,856
1801,9717,1,1117457940,1,857
7231,3438,1,1117460100,1,858
7231,4883,1,1117460220,1,859
7231,6562,1,1117460220,1,860
5805,5356,1,1117466280,1,861
852,5805,1,1117466640,1,862
5805,5841,-1,1117467300,-1,863
2030,2586,-1,1117468200,-1,864
4883,6979,1,1117472820,1,866
4512,3438,1,1117473360,1,867
10212,5805,1,1117474560,1,868
10212,6979,1,1117475040,1,869
6175,7745,1,1117485120,1,870
5356,5805,1,1117486140,1,873
4883,3438,1,1117490460,1,874
4749,5805,1,1117491180,1,875
4749,9717,-1,1117493400,-1,877
4749,6562,1,1117493640,1,878
4588,5841,-1,1117494300,-1,879
8621,4883,-1,1117496100,-1,880
546,5805,1,1117498560,1,881
546,9717,-1,1117499820,-1,883
7745,5356,1,1117499820,1,884
4766,3438,1,1117502220,1,887
4766,5805,1,1117502220,1,888
3797,6689,1,1117507860,1,889
3020,5805,1,1117508160,1,890
4749,10199,1,1117509540,1,892
203,5841,-1,1117510320,-1,893
203,5356,1,1117510620,1,894
7231,5805,1,1117511100,1,896
4766,10199,1,1117516260,1,897
9598,103,1,1117516380,1,898
8234,10199,1,1117517100,1,899
3855,3438,1,1117517700,1,900
3855,5805,1,1117517820,1,901
3855,10199,1,1117517880,1,902
1801,10199,1,1117520280,1,903
3020,10199,1,1117525560,1,904
3020,103,1,1117525680,1,905
1801,3305,1,1117526820,1,906
3855,3305,1,1117527120,1,907
3020,3305,1,1117529880,1,908
9977,10199,1,1117531200,1,909
4766,3305,1,1117531920,1,910
5707,103,1,1117533720,1,916
8249,4883,1,1117533900,1,917
8249,5356,1,1117534500,1,918
8249,9717,-1,1117535880,-1,919
8249,6979,1,1117537200,1,920
8544,3305,-1,1117547040,-1,921
5492,3305,1,1117548180,1,922
5492,5805,1,1117548660,1,923
1801,5356,1,1117548900,1,924
5492,2586,1,1117549080,1,925
5492,1975,1,1117549740,1,926
3887,3305,1,1117555080,1,927
434,1975,1,1117560660,1,928
434,5805,1,1117560960,1,929
72,3305,1,1117563240,1,930
3817,3305,1,1117566060,1,932
6246,3305,1,1117567440,1,933
8249,4976,1,1117569060,1,935
5107,3305,1,1117570140,1,936
8249,5805,1,1117570380,1,937
8249,3438,1,1117570620,1,938
6175,3305,1,1117570800,1,939
8249,1975,1,1117570980,1,940
5107,4976,1,1117571400,1,942
8249,103,1,1117575900,1,943
10212,4976,1,1117576320,1,944
7513,3305,1,1117576500,1,945
10212,3305,1,1117576860,1,946
5087,4883,1,1117579740,1,948
6979,3305,1,1117580220,1,949
4883,8987,1,1117580280,1,950
10212,446,1,1120937460,1,953
